8264703,1
8713623,1
26276859,1
26484175,1
27194025,1
27905466,1
32209495,1
33848378,1
35886541,1
50381881,1
50688849,1
53815282,1
54866034,1
60975052,1
61673048,1
65348353,1
75390012,1
83019021,1
87624014,1
91675892,1
93289481,1
96198130,1
100041341,1
102874632,1
104812720,1
105321867,1
108655817,1
110278528,1
110507344,1
115271771,1
116429755,1
117286282,1
118360577,1
121318751,1
126837628,1
127588095,1
146556637,1
146654916,1
146668200,1
146835745,1
147615847,1
150592548,1
154289260,1
154606057,1
154824772,1
156822966,1
159374064,1
169660931,1
169859367,1
171778968,1
174906694,1
176258242,1
178086079,1
178436741,1
178871054,1
180828873,1
187263797,1
187609815,1
188351587,1
192418760,1
192734429,1
193102160,1
194913990,1
195805052,1
202267452,1
206055142,1
209158401,1
222170761,1
222329944,1
222815474,1
224849060,1
225947859,1
227023597,1
227104646,1
237574474,1
242878731,1
245934481,1
246209747,1
246808812,1
251426884,1
254693089,1
254839696,1
260302946,1
264425091,1
267269087,1
267507893,1
267789728,1
271023484,1
272374884,1
274416329,1
274990305,1
275753215,1
277784697,1
279688893,1
280409396,1
280722793,1
283261510,1
288190048,1
297135336,1
298478170,1
299878257,1
300129367,1
302869304,1
310050312,1
322304573,1
325637099,1
334941208,1
338411911,1
338923006,1
339972341,1
341067441,1
341165672,1
358066379,1
358138185,1
358387950,1
361739092,1
366315104,1
367016021,1
371799902,1
376028117,1
377269886,1
379101712,1
386698600,1
389023725,1
390159033,1
390345144,1
391231816,1
402671324,1
403494131,1
403655663,1
407848430,1
411660928,1
413610202,1
413972780,1
415693165,1
419379326,1
424800740,1
426711955,1
430365671,1
434659594,1
436149055,1
437800235,1
440142752,1
440604078,1
443699362,1
444001845,1
446740325,1
448976352,1
449943607,1
451637719,1
453538866,1
459625222,1
460028216,1
461894494,1
462524822,1
463169189,1
463788607,1
465532435,1
467554528,1
473378632,1
473606287,1
477234809,1
479389719,1
483865903,1
484534841,1
488919411,1
493836051,1
496756955,1
497328452,1
504520496,1
508362269,1
509707858,1
509745862,1
510329964,1
522760195,1
522795721,1
523782723,1
526660911,1
526977776,1
529738474,1
529753643,1
531245106,1
538766771,1
543268629,1
562036278,1
573138166,1
575285667,1
577097781,1
581685157,1
581888358,1
583656889,1
583967487,1
586275045,1
588075369,1
590846608,1
598246307,1
603029778,1
608255149,1
616526268,1
625031019,1
626339741,1
637597144,1
644607191,1
651003137,1
654240762,1
655085531,1
658871276,1
659583424,1
665528729,1
673526084,1
675347337,1
677864767,1
682059223,1
683125625,1
683884880,1
687684225,1
689141496,1
689223691,1
697364166,1
698088705,1
698265621,1
701883639,1
702596671,1
705322684,1
705820785,1
706602757,1
707053711,1
708375566,1
708721154,1
709339942,1
712148823,1
713804506,1
714721769,1
717244866,1
717320052,1
720386308,1
726242011,1
726718481,1
733976499,1
734178203,1
737203963,1
739521277,1
742671655,1
743414577,1
744338799,1
744541799,1
745965706,1
751501773,1
760048671,1
768578084,1
777180973,1
787896922,1
789759910,1
792582166,1
796224186,1
798713773,1
799037499,1
803130962,1
806986857,1
808370823,1
808939678,1
811299227,1
819556357,1
819690133,1
823884110,1
825690832,1
827279254,1
829076517,1
830668318,1
830690443,1
831407409,1
835544864,1
837168258,1
837727334,1
844303563,1
851695072,1
852918999,1
854116106,1
856808662,1
860669619,1
862638253,1
863978321,1
867036895,1
869527661,1
874215730,1
880517009,1
884763618,1
885349487,1
887226072,1
890900717,1
895853008,1
903219453,1
903249092,1
903669618,1
907217745,1
908877348,1
922492103,1
923564528,1
926233925,1
928131429,1
929500382,1
933075164,1
936201299,1
939050663,1
940701851,1
940857718,1
941131288,1
942615776,1
942952452,1
943568795,1
948245034,1
948967429,1
953585030,1
953718597,1
955049195,1
958228198,1
959916286,1
962120049,1
962614151,1
964214726,1
966775199,1
968305142,1
975033642,1
975258901,1
978070867,1
982299277,1
987058389,1
991566113,1
992893661,1
995632459,1
1002887023,1
1009881948,1
1014196308,1
1029416392,1
1032513984,1
1034805825,1
1035902579,1
1043562783,1
1050898424,1
1065344433,1
1068725161,1
1072308446,1
1079161931,1
1081108256,1
1086955232,1
1087905599,1
1088675114,1
1088854352,1
1098125924,1
1101745897,1
1105444833,1
1107449997,1
1107905072,1
1108959666,1
1113443869,1
1118339851,1
1118838963,1
1123247168,1
1130658284,1
1135177319,1
1138144104,1
1141589906,1
1143029381,1
1143364355,1
1145519935,1
1151619985,1
1154247915,1
1154780517,1
1154924059,1
1155626003,1
1157225708,1
1160291173,1
1161236228,1
1165357540,1
1166358001,1
1169567864,1
1171216312,1
1174136050,1
1177315202,1
1181098320,1
1185588306,1
1186618419,1
1189280839,1
1189381056,1
1190760738,1
1191531607,1
1192649359,1
1192972458,1
1193485629,1
1194400862,1
1194652849,1
1200379445,1
1200888092,1
1205089754,1
1206383312,1
1210625435,1
1224335645,1
1226537542,1
1228470659,1
1233995324,1
1235516601,1
1235709666,1
1249461283,1
1251667674,1
1256092655,1
1257985474,1
1258586848,1
1258612476,1
1266669247,1
1278208188,1
1280655880,1
1285271630,1
1285694383,1
1291618082,1
1291784888,1
1292558120,1
1296655173,1
1304642464,1
1310759483,1
1314981314,1
1315222542,1
1321047277,1
1323710327,1
1325623356,1
1327288470,1
1328247592,1
1337059253,1
1342382092,1
1344396332,1
1346287409,1
1351345469,1
1352354768,1
1353414689,1
1354021647,1
1359170692,1
1367267296,1
1373367856,1
1375551150,1
1376336496,1
1377487846,1
1380932179,1
1381414773,1
1383375656,1
1384513526,1
1385120152,1
1385953267,1
1386758415,1
1394415175,1
1394651136,1
1396213921,1
1397212438,1
1399784822,1
1403577655,1
1407786656,1
1412506982,1
1413410854,1
1420021340,1
1422413057,1
1424905394,1
1425997470,1
1426654977,1
1426821636,1
1427527233,1
1427531036,1
1434027953,1
1437680463,1
1437834006,1
1438406050,1
1441821402,1
1442370333,1
1445397265,1
1445513627,1
1449990982,1
1452633906,1
1455203962,1
1458974537,1
1461831388,1
1464588073,1
1466019167,1
1467182658,1
1468282969,1
1472240406,1
1472425815,1
1473454849,1
1474734454,1
1482201985,1
1483422439,1
1491033213,1
1492459298,1
1492746768,1
1502564277,1
1505023535,1
1505986970,1
1506338500,1
1506690213,1
1506693172,1
1507737589,1
1512614403,1
1512666033,1
1513000502,1
1515875187,1
1523516089,1
1524073455,1
1527580496,1
1528975067,1
1529340418,1
1530195864,1
1530685639,1
1531064786,1
1538013500,1
1548886266,1
1550586710,1
1550631770,1
1552659085,1
1554386103,1
1556314946,1
1561008439,1
1563408516,1
1565071221,1
1569877285,1
1571098024,1
1574706734,1
1575955869,1
1578179787,1
1578645640,1
1579160259,1
1580944587,1
1587151126,1
1589771221,1
1590805317,1
1593657341,1
1593884250,1
1594490646,1
1596971319,1
1598823639,1
1598900822,1
1603348496,1
1604087027,1
1605421038,1
1616403204,1
1618345712,1
1619702022,1
1629607120,1
1632207678,1
1639217153,1
1642626412,1
1649126654,1
1650837955,1
1652848240,1
1658923764,1
1664288393,1
1664400990,1
1669138768,1
1670089713,1
1671486509,1
1673709667,1
1678889117,1
1680486250,1
1681041288,1
1681626383,1
1686676836,1
1687381840,1
1688445104,1
1688935201,1
1691545959,1
1694632190,1
1696263798,1
1698145432,1
1698346550,1
1704978370,1
1706200445,1
1706997978,1
1707242945,1
1709456306,1
1709900358,1
1712906981,1
1717584195,1
1723071261,1
1726100381,1
1727646054,1
1732139734,1
1735790154,1
1736387651,1
1740029596,1
1740788883,1
1742036550,1
1745660063,1
1747869359,1
1748859872,1
1749529489,1
1749797647,1
1752554914,1
1755884528,1
1761051882,1
1761833847,1
1762465089,1
1765353576,1
1766127022,1
1770968557,1
1771010972,1
1776213668,1
1779133462,1
1782699445,1
1785100883,1
1785464149,1
1788393464,1
1795600742,1
1802959617,1
1803428207,1
1803631019,1
1804675439,1
1807228160,1
1815832769,1
1824750543,1
1825467782,1
1830175915,1
1830742683,1
1835426735,1
1836947193,1
1837310587,1
1840329011,1
1841507165,1
1841952351,1
1846005843,1
1851615723,1
1854233993,1
1854694244,1
1855038399,1
1875027714,1
1877219072,1
1885767221,1
1892814436,1
1894696260,1
1898494993,1
1898758690,1
1899373746,1
1905892287,1
1908984585,1
1910325309,1
1910536558,1
1919380987,1
1920215223,1
1921983235,1
1924105882,1
1924780802,1
1925734389,1
1927140227,1
1927769931,1
1929548108,1
1935511089,1
1936512106,1
1936558666,1
1937424125,1
1940115247,1
1940541150,1
1941364481,1
